7,11,14,18,28,29
7,11,14,18,28,16
7,11,14,18,29,16
7,11,14,28,29,16
7,11,18,28,29,16
7,14,18,28,29,16
11,14,18,28,29,16
4,8,11,13,21,33
4,8,11,13,21,30
4,8,11,13,33,30
4,8,11,21,33,30
4,8,13,21,33,30
4,11,13,21,33,30
8,11,13,21,33,30
1,10,12,24,31,36
1,10,12,24,31,18
1,10,12,24,36,18
1,10,12,31,36,18
1,10,24,31,36,18
1,12,24,31,36,18
10,12,24,31,36,18
9,12,16,20,30,34
9,12,16,20,30,10
9,12,16,20,34,10
9,12,16,30,34,10
9,12,20,30,34,10
9,16,20,30,34,10
12,16,20,30,34,10
11,12,20,28,30,36
11,12,20,28,30,35
11,12,20,28,36,35
11,12,20,30,36,35
11,12,28,30,36,35
11,20,28,30,36,35
12,20,28,30,36,35
12,15,17,21,24,36
12,15,17,21,24,23
12,15,17,21,36,23
12,15,17,24,36,23
12,15,21,24,36,23
12,17,21,24,36,23
15,17,21,24,36,23
5,10,16,18,24,34
5,10,16,18,24,4
5,10,16,18,34,4
5,10,16,24,34,4
5,10,18,24,34,4
5,16,18,24,34,4
10,16,18,24,34,4
3,4,18,19,22,28
3,4,18,19,22,11
3,4,18,19,28,11
3,4,18,22,28,11
3,4,19,22,28,11
3,18,19,22,28,11
4,18,19,22,28,11
6,7,9,16,24,35
6,7,9,16,24,15
6,7,9,16,35,15
6,7,9,24,35,15
6,7,16,24,35,15
6,9,16,24,35,15
7,9,16,24,35,15
1,13,14,16,24,26
1,13,14,16,24,21
1,13,14,16,26,21
1,13,14,24,26,21
1,13,16,24,26,21
1,14,16,24,26,21
13,14,16,24,26,21
6,8,13,15,21,25
6,8,13,15,21,11
6,8,13,15,25,11
6,8,13,21,25,11
6,8,15,21,25,11
6,13,15,21,25,11
8,13,15,21,25,11
1,10,16,19,25,29
1,10,16,19,25,17
1,10,16,19,29,17
1,10,16,25,29,17
1,10,19,25,29,17
1,16,19,25,29,17
10,16,19,25,29,17
13,21,23,33,35,36
13,21,23,33,35,8
13,21,23,33,36,8
13,21,23,35,36,8
13,21,33,35,36,8
13,23,33,35,36,8
21,23,33,35,36,8
5,6,20,23,25,27
5,6,20,23,25,4
5,6,20,23,27,4
5,6,20,25,27,4
5,6,23,25,27,4
5,20,23,25,27,4
6,20,23,25,27,4
1,3,8,13,32,36
1,3,8,13,32,19
1,3,8,13,36,19
1,3,8,32,36,19
1,3,13,32,36,19
1,8,13,32,36,19
3,8,13,32,36,19
2,10,22,28,32,36
2,10,22,28,32,21
2,10,22,28,36,21
2,10,22,32,36,21
2,10,28,32,36,21
2,22,28,32,36,21
10,22,28,32,36,21
10,11,13,16,27,36
10,11,13,16,27,15
10,11,13,16,36,15
10,11,13,27,36,15
10,11,16,27,36,15
10,13,16,27,36,15
11,13,16,27,36,15
7,9,18,22,28,34
7,9,18,22,28,30
7,9,18,22,34,30
7,9,18,28,34,30
7,9,22,28,34,30
7,18,22,28,34,30
9,18,22,28,34,30
7,14,17,19,25,28
7,14,17,19,25,9
7,14,17,19,28,9
7,14,17,25,28,9
7,14,19,25,28,9
7,17,19,25,28,9
14,17,19,25,28,9
8,25,30,31,32,34
8,25,30,31,32,4
8,25,30,31,34,4
8,25,30,32,34,4
8,25,31,32,34,4
8,30,31,32,34,4
25,30,31,32,34,4
15,17,23,24,28,29
15,17,23,24,28,36
15,17,23,24,29,36
15,17,23,28,29,36
15,17,24,28,29,36
15,23,24,28,29,36
17,23,24,28,29,36
8,25,29,30,34,36
8,25,29,30,34,19
8,25,29,30,36,19
8,25,29,34,36,19
8,25,30,34,36,19
8,29,30,34,36,19
25,29,30,34,36,19
2,8,10,12,17,35
2,8,10,12,17,14
2,8,10,12,35,14
2,8,10,17,35,14
2,8,12,17,35,14
2,10,12,17,35,14
8,10,12,17,35,14
1,8,9,15,16,17
1,8,9,15,16,11
1,8,9,15,17,11
1,8,9,16,17,11
1,8,15,16,17,11
1,9,15,16,17,11
8,9,15,16,17,11
4,5,11,22,29,36
4,5,11,22,29,30
4,5,11,22,36,30
4,5,11,29,36,30
4,5,22,29,36,30
4,11,22,29,36,30
5,11,22,29,36,30
3,7,21,24,25,36
3,7,21,24,25,33
3,7,21,24,36,33
3,7,21,25,36,33
